toaccount,syscode,timestamp,amount
1000037,34,2.00 ,830
1000031,34,2.00 ,760
1000003,30,2.00 ,300
1000031,34,2.00 ,150
1000031,34,2.00 ,600
1000031,34,2.00 ,400
1000003,30,2.00 ,200
1000029,34,2.00 ,150
1000037,34,2.00 ,200
1000037,34,2.00 ,260
1000037,34,2.00 ,800
1000003,30,2.00 ,400
1000003,30,2.00 ,450
1000037,34,2.00 ,420
1000031,34,2.00 ,100
1000037,34,2.00 ,500
1000029,34,2.00 ,350
1000031,34,2.00 ,220
1000057,38,2.00 ,700
1000057,38,2.00 ,340
1000057,38,2.00 ,140
1000001,30,2.00 ,100
1000011,30,2.00 ,300
1000001,30,2.00 ,350
1000010,30,2.00 ,150
1000003,30,2.00 ,100
1000007,30,2.00 ,250
1000029,34,2.00 ,250
1000031,34,2.00 ,400
1000101,31,2.00 ,400
1000101,31,2.00 ,400
1000101,31,2.00 ,400
1000101,31,2.00 ,400
1000101,31,2.00 ,400
1000101,31,2.00 ,400
1000101,31,2.00 ,400
1000101,31,2.00 ,400
1000101,31,2.00 ,400
1000101,31,2.00 ,400
1000101,31,2.00 ,400
1000031,34,2.00 ,500
1000101,31,2.00 ,400
1000057,38,2.00 ,270
1000057,38,2.00 ,300
1000031,34,2.00 ,240
1000031,34,2.00 ,300
1000030,34,2.00 ,300
1000003,30,2.00 ,100
1000057,38,2.00 ,140
1000057,38,2.00 ,440
1000057,38,2.00 ,150
1000057,38,2.00 ,440
1000027,34,2.00 ,350
1000001,30,2.00 ,150
1000003,30,2.00 ,250
1000010,30,2.00 ,200
1000030,34,2.00 ,200
1000031,34,2.00 ,150
1000027,34,2.00 ,500
1000027,34,2.00 ,350
1000027,34,2.00 ,150
1000057,38,2.00 ,400
1000003,30,2.00 ,100
1000031,34,2.00 ,350
1000031,34,2.00 ,400
1000057,38,2.00 ,250
1000057,38,2.00 ,290
1000003,30,2.00 ,100
1000003,30,2.00 ,100
1000027,34,2.00 ,200
1000029,34,2.00 ,300
1000031,34,2.00 ,100
1000057,38,2.00 ,200
1000057,38,2.00 ,500
1000010,30,2.00 ,250
1000003,30,2.00 ,500
1000027,34,2.00 ,70
1000211,38,2.00 ,400
1000057,38,2.00 ,400
1000057,38,2.00 ,250
1000003,30,2.00 ,250
1000027,34,2.00 ,300
1000031,34,2.00 ,150
1000031,34,2.00 ,450
1000057,38,2.00 ,300
1000010,30,2.00 ,200
1000003,30,2.00 ,380
1000057,38,2.00 ,300
1000030,34,2.00 ,180
1000030,34,2.00 ,400
1000031,34,2.00 ,240
1000011,30,2.00 ,300
1000003,30,2.00 ,500
1000057,38,2.00 ,220
1000031,34,2.00 ,400
1000031,34,2.00 ,100
1000057,38,2.00 ,470
1000057,38,2.00 ,80
1000057,38,2.00 ,460
1000003,30,2.00 ,150
1000003,30,2.00 ,150
1000011,30,2.00 ,150
1000001,30,2.00 ,100
1000027,34,2.00 ,350
1000030,34,2.00 ,250
1000030,34,2.00 ,180
1000030,34,2.00 ,270
1000027,34,2.00 ,250
1000027,34,2.00 ,400
1000057,38,2.00 ,390
1000057,38,2.00 ,270
1000003,30,2.00 ,500
1000031,34,2.00 ,280
1000030,34,2.00 ,250
1000030,34,2.00 ,200
1000057,38,2.00 ,250
1000057,38,2.00 ,400
1000007,30,2.00 ,430
1000003,30,2.00 ,500
1000029,34,2.00 ,200
1000030,34,2.00 ,500
1000057,38,2.00 ,650
1000057,38,2.00 ,250
1000010,30,2.00 ,150
1000003,30,2.00 ,200
1000011,30,2.00 ,200
1000095,22,2.00 ,200
1000095,22,2.00 ,4
1000095,64,2.00 ,200
1000095,64,2.00 ,78
1000016,28,2.00 ,400
1000095,22,2.00 ,14
1000095,64,2.00 ,38
1000095,64,2.00 ,200
1000095,22,2.00 ,4
1000095,22,2.00 ,40
1000095,64,2.00 ,52
1000095,64,2.00 ,35
1000095,22,2.00 ,9
1000016,28,2.00 ,1510
1000095,22,2.00 ,142
1000016,28,2.00 ,300
1000095,22,2.00 ,17
1000016,28,2.00 ,690
1000016,28,2.00 ,200
1000016,28,2.00 ,310
1000005,28,2.00 ,800
1000005,28,2.00 ,1350
1000095,22,2.00 ,92
1000143,81,2.00 ,450
1000095,64,2.00 ,48
1000016,28,2.00 ,200
1000093,20,2.00 ,80
1000091,19,2.00 ,78
1000091,19,2.00 ,6
1000091,19,2.00 ,38
1000093,20,2.00 ,40
1000091,19,2.00 ,112
1000093,20,2.00 ,26
1000093,20,2.00 ,10
1000093,20,2.00 ,106
1000091,19,2.00 ,200
1000093,20,2.00 ,2
1000091,19,2.00 ,66
1000091,19,2.00 ,110
1000095,22,2.00 ,36
1000093,20,2.00 ,44
1000091,19,2.00 ,28
1000093,20,2.00 ,26
1000091,19,2.00 ,16
1000093,20,2.00 ,36
1000093,20,2.00 ,200
1000093,20,2.00 ,44
1000093,20,2.00 ,200
1000095,22,2.00 ,200
1000091,19,2.00 ,200
1000095,64,2.00 ,137
1000093,20,2.00 ,92
1000091,19,2.00 ,200
1000091,19,2.00 ,140
1000091,19,2.00 ,18
1000093,20,2.00 ,10
1000093,20,2.00 ,12
1000093,20,2.00 ,6
1000093,20,2.00 ,110
1000093,20,2.00 ,12
1000091,19,2.00 ,34
1000093,20,2.00 ,16
1000016,28,2.00 ,420
1000091,19,2.00 ,200
1000093,20,2.00 ,10
1000093,20,2.00 ,160
1000093,20,2.00 ,158
1000091,19,2.00 ,2
1000091,19,2.00 ,166
1000091,19,2.00 ,200
1000016,28,2.00 ,130
1000093,20,2.00 ,2
1000091,19,2.00 ,2
1000093,20,2.00 ,90
1000093,20,2.00 ,10
1000091,19,2.00 ,200
1000091,19,2.00 ,12
1000093,20,2.00 ,126
1000093,20,2.00 ,30
1000093,20,2.00 ,48
1000016,28,2.00 ,410
1000091,19,2.00 ,22
1000093,20,2.00 ,8
1000093,20,2.00 ,94
1000091,19,2.00 ,138
1000093,20,2.00 ,94
1000095,22,2.00 ,200
1000093,20,2.00 ,10
1000091,19,2.00 ,178
1000093,20,2.00 ,16
1000091,19,2.00 ,120
1000095,22,2.00 ,59
1000093,20,2.00 ,76
1000095,22,2.00 ,128
1000095,64,2.00 ,65
1000093,20,2.00 ,128
1000095,22,2.00 ,78
1000093,20,2.00 ,94
1000091,19,2.00 ,16
1000091,19,2.00 ,14
1000091,19,2.00 ,80
1000093,20,2.00 ,22
1000091,19,2.00 ,200
1000093,20,2.00 ,200
1000093,20,2.00 ,200
1000093,20,2.00 ,84
1000095,22,2.00 ,57
1000093,20,2.00 ,200
1000093,20,2.00 ,200
1000091,19,2.00 ,4
1000093,20,2.00 ,60
1000091,19,2.00 ,50
1000093,20,2.00 ,192
1000095,22,2.00 ,4
1000091,19,2.00 ,188
1000091,19,2.00 ,126
1000093,20,2.00 ,100
1000095,22,2.00 ,168
1000093,20,2.00 ,34
1000095,64,2.00 ,83
1000095,64,2.00 ,12
1000095,22,2.00 ,126
1000095,22,2.00 ,1
1000093,20,2.00 ,10
1000093,20,2.00 ,32
1000093,20,2.00 ,58
1000093,20,2.00 ,70
1000093,20,2.00 ,16
1000091,19,2.00 ,146
1000093,20,2.00 ,88
1000095,64,2.00 ,108
1000095,64,2.00 ,153
1000091,19,2.00 ,4
1000095,64,2.00 ,30
1000093,20,2.00 ,10
1000095,22,2.00 ,6
1000091,19,2.00 ,4
1000095,64,2.00 ,43
1000093,20,2.00 ,24
1000091,19,2.00 ,78
1000091,19,2.00 ,26
1000093,20,2.00 ,66
1000095,64,2.00 ,73
1000093,20,2.00 ,200
1000095,22,2.00 ,83
1000095,22,2.00 ,24
1000143,81,2.00 ,656
1000093,20,2.00 ,6
1000091,19,2.00 ,2
1000093,20,2.00 ,98
1000093,20,2.00 ,38
1000091,19,2.00 ,60
1000093,20,2.00 ,54
1000095,22,2.00 ,150
1000016,28,2.00 ,560
1000093,20,2.00 ,92
1000095,64,2.00 ,200
1000093,20,2.00 ,128
1000091,19,2.00 ,48
1000095,22,2.00 ,8
1000091,19,2.00 ,6
1000093,20,2.00 ,68
1000093,20,2.00 ,128
1000095,22,2.00 ,19
1000093,20,2.00 ,200
1000091,19,2.00 ,86
1000095,22,2.00 ,161
1000016,28,2.00 ,500
1000095,22,2.00 ,24
1000095,64,2.00 ,12
1000093,20,2.00 ,10
1000091,19,2.00 ,118
1000091,19,2.00 ,32
1000093,20,2.00 ,200
1000093,20,2.00 ,164
1000093,20,2.00 ,24
1000095,64,2.00 ,22
1000091,19,2.00 ,172
1000095,64,2.00 ,22
1000093,20,2.00 ,100
1000095,64,2.00 ,32
1000093,20,2.00 ,200
1000016,28,2.00 ,420
1000095,64,2.00 ,73
1000095,64,2.00 ,72
1000093,20,2.00 ,58
1000093,20,2.00 ,44
1000091,19,2.00 ,2
1000093,20,2.00 ,24
1000091,19,2.00 ,24
1000093,20,2.00 ,200
1000091,19,2.00 ,18
1000016,28,2.00 ,20
1000093,20,2.00 ,10
1000095,64,2.00 ,136
1000093,20,2.00 ,58
1000091,19,2.00 ,8
1000093,20,2.00 ,160
1000093,20,2.00 ,54
1000093,20,2.00 ,166
1000095,22,2.00 ,30
1000095,22,2.00 ,6
1000091,19,2.00 ,4
1000091,19,2.00 ,38
1000093,20,2.00 ,200
1000091,19,2.00 ,164
1000091,19,2.00 ,46
1000093,20,2.00 ,28
1000095,22,2.00 ,24
1000095,64,2.00 ,104
1000095,64,2.00 ,112
1000095,22,2.00 ,59
1000091,19,2.00 ,2
1000016,28,2.00 ,500
1000095,64,2.00 ,200
1000095,64,2.00 ,48
1000095,22,2.00 ,48
1000095,64,2.00 ,60
1000095,22,2.00 ,1
1000095,22,2.00 ,180
1000095,22,2.00 ,96
1000095,22,2.00 ,30
1000095,64,2.00 ,32
1000095,64,2.00 ,32
1000143,81,2.00 ,333
1000095,64,2.00 ,150
1000095,64,2.00 ,51
1000095,22,2.00 ,30
1000095,22,2.00 ,83
1000095,64,2.00 ,24
1000095,64,2.00 ,174
1000095,22,2.00 ,78
1000095,64,2.00 ,81
1000093,20,2.00 ,190
1000095,22,2.00 ,36
1000095,64,2.00 ,80
1000091,19,2.00 ,24
1000093,20,2.00 ,24
1000095,64,2.00 ,28
1000091,19,2.00 ,14
1000091,19,2.00 ,168
1000095,64,2.00 ,164
1000091,19,2.00 ,80
1000091,19,2.00 ,86
1000095,64,2.00 ,57
1000091,19,2.00 ,158
1000093,20,2.00 ,2
1000091,19,2.00 ,22
1000091,19,2.00 ,174
1000095,64,2.00 ,14
1000091,19,2.00 ,20
1000095,22,2.00 ,14
1000016,28,2.00 ,1430
1000091,19,2.00 ,160
1000095,22,2.00 ,172
1000095,64,2.00 ,11
1000091,19,2.00 ,194
1000095,22,2.00 ,17
1000091,19,2.00 ,200
1000095,22,2.00 ,60
1000095,64,2.00 ,16
1000091,19,2.00 ,140
1000095,22,2.00 ,32
1000095,22,2.00 ,56
1000143,81,2.00 ,969
1000095,64,2.00 ,89
1000095,22,2.00 ,54
1000091,19,2.00 ,130
1000091,19,2.00 ,16
1000093,20,2.00 ,174
1000095,64,2.00 ,153
1000095,64,2.00 ,147
1000091,19,2.00 ,184
1000093,20,2.00 ,44
1000095,22,2.00 ,169
1000095,22,2.00 ,200
1000095,64,2.00 ,14
1000093,20,2.00 ,122
1000091,19,2.00 ,200
1000091,19,2.00 ,54
1000095,22,2.00 ,80
1000016,28,2.00 ,1090
1000095,22,2.00 ,12
1000095,22,2.00 ,16
1000095,64,2.00 ,4
1000095,64,2.00 ,70
1000095,22,2.00 ,60
1000095,64,2.00 ,49
1000093,20,2.00 ,12
1000093,20,2.00 ,42
1000143,81,2.00 ,646
1000093,20,2.00 ,86
1000095,64,2.00 ,200
1000095,22,2.00 ,92
1000091,19,2.00 ,132
1000093,20,2.00 ,200
1000095,22,2.00 ,6
1000093,20,2.00 ,178
1000093,20,2.00 ,52
1000095,64,2.00 ,38
1000095,64,2.00 ,91
1000095,64,2.00 ,19
1000093,20,2.00 ,146
1000095,22,2.00 ,16
1000095,22,2.00 ,24
1000095,22,2.00 ,171
1000095,22,2.00 ,171
1000095,22,2.00 ,140
1000095,64,2.00 ,41
1000095,22,2.00 ,80
1000095,64,2.00 ,1
1000095,22,2.00 ,57
1000095,22,2.00 ,11
1000095,64,2.00 ,126
1000095,22,2.00 ,27
1000095,22,2.00 ,27
1000095,22,2.00 ,164
1000095,64,2.00 ,4
1000095,64,2.00 ,17
1000095,22,2.00 ,33
1000095,64,2.00 ,40
1000095,64,2.00 ,200
1000095,64,2.00 ,83
1000095,64,2.00 ,75
1000095,64,2.00 ,48
1000095,64,2.00 ,16
1000095,22,2.00 ,32
1000095,22,2.00 ,73
1000095,64,2.00 ,9
1000095,64,2.00 ,9
1000095,22,2.00 ,57
1000095,64,2.00 ,43
1000093,20,2.00 ,190
1000095,22,2.00 ,134
1000095,64,2.00 ,75
1000093,20,2.00 ,200
1000093,20,2.00 ,78
1000093,20,2.00 ,50
1000095,64,2.00 ,17
1000093,20,2.00 ,2
1000093,20,2.00 ,14
1000093,20,2.00 ,182
1000095,22,2.00 ,16
1000091,19,2.00 ,200
1000093,20,2.00 ,200
1000091,19,2.00 ,160
1000095,64,2.00 ,137
1000093,20,2.00 ,200
1000093,20,2.00 ,34
1000093,20,2.00 ,200
1000093,20,2.00 ,2
1000095,64,2.00 ,102
1000093,20,2.00 ,22
1000091,19,2.00 ,200
1000093,20,2.00 ,56
1000093,20,2.00 ,20
1000093,20,2.00 ,100
1000091,19,2.00 ,12
1000093,20,2.00 ,114
1000093,20,2.00 ,156
1000093,20,2.00 ,200
1000091,19,2.00 ,200
1000016,28,2.00 ,800
1000093,20,2.00 ,2
1000016,28,2.00 ,400
1000093,20,2.00 ,182
1000093,20,2.00 ,4
1000093,20,2.00 ,144
1000091,19,2.00 ,2
1000093,20,2.00 ,48
1000093,20,2.00 ,10
1000091,19,2.00 ,48
1000093,20,2.00 ,88
1000093,20,2.00 ,196
1000093,20,2.00 ,200
1000093,20,2.00 ,144
1000091,19,2.00 ,150
1000093,20,2.00 ,200
1000091,19,2.00 ,200
1000093,20,2.00 ,48
1000091,19,2.00 ,20
1000095,22,2.00 ,17
1000016,28,2.00 ,450
1000095,64,2.00 ,44
1000095,22,2.00 ,200
1000016,28,2.00 ,320
1000095,64,2.00 ,76
1000095,22,2.00 ,200
1000143,81,2.00 ,450
1000095,64,2.00 ,16
1000143,81,2.00 ,1090
1000005,28,2.00 ,1100
1000093,20,2.00 ,2
1000093,20,2.00 ,100
1000091,19,2.00 ,14
1000095,64,2.00 ,94
1000178,37,2.00 ,544
1000055,38,2.00 ,444
1000055,38,2.00 ,766
1000055,38,2.00 ,666
1000055,38,2.00 ,522
1000003,30,2.00 ,700
1000003,30,2.00 ,150
1000010,30,2.00 ,1300
1000001,30,2.00 ,766
1000001,30,2.00 ,566
1000010,30,2.00 ,1200
1000001,30,2.00 ,466
1000001,30,2.00 ,866
1000001,30,2.00 ,1016
1000178,37,2.00 ,766
1000219,99,2.00 ,1150
1000015,99,2.00 ,1116
1000041,34,2.00 ,1500
1000040,34,2.00 ,950
1000056,38,2.00 ,866
1000055,38,2.00 ,866
1000056,38,2.00 ,644
1000001,30,2.00 ,716
1000001,30,2.00 ,1138
1000011,30,2.00 ,750
1000010,30,2.00 ,600
1000007,30,2.00 ,250
1000001,30,2.00 ,666
1000007,30,2.00 ,280
1000003,30,2.00 ,950
1000095,64,2.00 ,176
1000095,22,2.00 ,150
1000095,22,2.00 ,12
1000095,64,2.00 ,54
1000095,64,2.00 ,84
1000095,22,2.00 ,56
1000095,22,2.00 ,105
1000095,64,2.00 ,22
1000095,22,2.00 ,17
1000095,22,2.00 ,131
1000095,64,2.00 ,116
1000095,64,2.00 ,46
1000095,22,2.00 ,28
1000095,22,2.00 ,32
1000095,64,2.00 ,44
1000095,64,2.00 ,75
1000095,64,2.00 ,17
1000095,64,2.00 ,64
1000095,22,2.00 ,40
1000095,22,2.00 ,9
1000095,64,2.00 ,51
1000095,22,2.00 ,64
1000095,22,2.00 ,115
1000095,64,2.00 ,41
1000095,64,2.00 ,22
1000095,22,2.00 ,22
1000095,22,2.00 ,67
1000095,64,2.00 ,54
1000095,64,2.00 ,56
1000143,81,2.00 ,1200
1000095,22,2.00 ,200
1000095,22,2.00 ,24
1000095,64,2.00 ,121
1000095,22,2.00 ,153
1000095,64,2.00 ,112
1000095,64,2.00 ,52
1000095,22,2.00 ,28
1000095,22,2.00 ,200
1000095,22,2.00 ,64
1000095,22,2.00 ,200
1000095,22,2.00 ,1
1000095,22,2.00 ,4
1000095,22,2.00 ,8
1000095,22,2.00 ,14
1000095,22,2.00 ,24
1000095,64,2.00 ,112
1000095,22,2.00 ,14
1000095,64,2.00 ,28
1000095,64,2.00 ,22
1000095,64,2.00 ,89
1000095,22,2.00 ,59
1000095,22,2.00 ,200
1000095,64,2.00 ,174
1000095,64,2.00 ,32
1000095,22,2.00 ,84
1000031,34,2.00 ,500
1000041,34,2.00 ,888
1000027,34,2.00 ,844
1000038,34,2.00 ,766
1000031,34,2.00 ,200
1000178,37,2.00 ,864
1000178,37,2.00 ,666
1000178,37,2.00 ,966
1000055,38,2.00 ,744
1000029,34,2.00 ,250
1000041,34,2.00 ,1277
1000027,34,2.00 ,816
1000178,37,2.00 ,622
1000178,37,2.00 ,744
1000178,37,2.00 ,1166
1000057,38,2.00 ,610
1000055,38,2.00 ,644
1000055,38,2.00 ,766
1000001,30,2.00 ,760
1000011,30,2.00 ,300
1000001,30,2.00 ,616
1000003,30,2.00 ,750
1000001,30,2.00 ,1066
1000037,34,2.00 ,430
1000041,34,2.00 ,200
1000040,34,2.00 ,1250
1000038,34,2.00 ,766
1000031,34,2.00 ,1540
1000041,34,2.00 ,1500
1000027,34,2.00 ,994
1000029,34,2.00 ,600
1000041,34,2.00 ,150
1000215,34,2.00 ,1800
1000027,34,2.00 ,200
1000041,34,2.00 ,844
1000038,34,2.00 ,760
1000027,34,2.00 ,816
1000027,34,2.00 ,836
1000041,34,2.00 ,1500
1000031,34,2.00 ,600
1000027,34,2.00 ,922
1000038,34,2.00 ,150
1000037,34,2.00 ,910
1000212,38,2.00 ,1000
1000038,34,2.00 ,150
1000031,34,2.00 ,1020
1000215,34,2.00 ,1700
1000215,34,2.00 ,800
1000027,34,2.00 ,444
1000031,34,2.00 ,320
1000041,34,2.00 ,1200
1000041,34,2.00 ,816
1000011,30,2.00 ,250
1000001,30,2.00 ,150
1000010,30,2.00 ,150
1000041,34,2.00 ,150
1000038,34,2.00 ,760
1000038,34,2.00 ,544
1000039,34,2.00 ,900
1000010,30,2.00 ,700
1000007,30,2.00 ,250
1000003,30,2.00 ,1000
1000003,30,2.00 ,150
1000011,30,2.00 ,150
1000007,30,2.00 ,350
1000010,30,2.00 ,800
1000001,30,2.00 ,672
1000015,99,2.00 ,666
1000015,99,2.00 ,1144
1000015,99,2.00 ,866
1000219,99,2.00 ,50
1000041,34,2.00 ,1166
1000027,34,2.00 ,472
1000041,34,2.00 ,150
1000037,34,2.00 ,1020
1000031,34,2.00 ,750
1000029,34,2.00 ,850
1000027,34,2.00 ,600
1000030,34,2.00 ,650
1000041,34,2.00 ,466
1000031,34,2.00 ,1570
1000061,33,2.00 ,644
1000061,33,2.00 ,1066
1000178,37,2.00 ,644
1000178,37,2.00 ,544
1000178,37,2.00 ,744
1000041,34,2.00 ,1500
1000041,34,2.00 ,1500
1000041,34,2.00 ,916
1000038,34,2.00 ,444
1000040,34,2.00 ,850
1000041,34,2.00 ,866
1000030,34,2.00 ,200
1000215,34,2.00 ,800
1000216,38,2.00 ,1390
1000055,38,2.00 ,864
1000056,38,2.00 ,1166
1000212,38,2.00 ,900
1000055,38,2.00 ,100
1000213,38,2.00 ,800
1000055,38,2.00 ,1060
1000007,30,2.00 ,450
1000007,30,2.00 ,320
1000001,30,2.00 ,1016
1000010,30,2.00 ,500
1000001,30,2.00 ,594
1000015,99,2.00 ,860
1000002,99,2.00 ,716
1000041,34,2.00 ,1200
1000027,34,2.00 ,536
1000215,34,2.00 ,1700
1000041,34,2.00 ,666
1000178,37,2.00 ,644
1000055,38,2.00 ,544
1000213,38,2.00 ,800
1000055,38,2.00 ,3298
1000213,38,2.00 ,800
1000213,38,2.00 ,800
1000007,30,2.00 ,500
1000095,22,2.00 ,200
1000095,22,2.00 ,67
1000143,81,2.00 ,190
1000095,22,2.00 ,17
1000095,22,2.00 ,190
1000143,81,2.00 ,969
1000095,64,2.00 ,51
1000016,28,2.00 ,360
1000143,81,2.00 ,1094
1000095,22,2.00 ,200
1000095,22,2.00 ,104
1000095,22,2.00 ,27
1000016,28,2.00 ,650
1000095,64,2.00 ,12
1000095,64,2.00 ,110
1000095,22,2.00 ,200
1000016,28,2.00 ,1180
1000095,22,2.00 ,51
1000095,64,2.00 ,88
1000095,22,2.00 ,19
1000095,64,2.00 ,112
1000095,22,2.00 ,32
1000095,22,2.00 ,128
1000095,64,2.00 ,129
1000095,64,2.00 ,188
1000016,28,2.00 ,620
1000095,22,2.00 ,200
1000095,64,2.00 ,128
1000095,64,2.00 ,168
1000095,22,2.00 ,27
1000095,22,2.00 ,41
1000095,64,2.00 ,92
1000016,28,2.00 ,150
1000095,22,2.00 ,78
1000095,22,2.00 ,8
1000143,81,2.00 ,1710
1000095,64,2.00 ,28
1000095,22,2.00 ,200
1000095,22,2.00 ,116
1000095,64,2.00 ,112
1000095,64,2.00 ,54
1000143,81,2.00 ,988
1000095,22,2.00 ,30
1000095,22,2.00 ,70
1000095,22,2.00 ,24
1000095,22,2.00 ,104
1000095,22,2.00 ,6
1000095,64,2.00 ,126
1000095,64,2.00 ,68
1000095,22,2.00 ,200
1000095,64,2.00 ,8
1000095,22,2.00 ,57
1000095,64,2.00 ,16
1000095,64,2.00 ,156
1000095,64,2.00 ,200
1000095,64,2.00 ,41
1000095,64,2.00 ,40
1000016,28,2.00 ,1300
1000095,22,2.00 ,43
1000095,64,2.00 ,200
1000005,28,2.00 ,200
1000016,28,2.00 ,100
1000016,28,2.00 ,160
1000095,64,2.00 ,84
1000095,64,2.00 ,35
1000095,64,2.00 ,80
1000095,22,2.00 ,19
1000095,64,2.00 ,115
1000095,22,2.00 ,200
1000095,64,2.00 ,16
1000095,64,2.00 ,68
1000095,22,2.00 ,8
1000095,22,2.00 ,8
1000095,22,2.00 ,94
1000095,64,2.00 ,100
1000095,22,2.00 ,142
1000095,22,2.00 ,40
1000016,28,2.00 ,920
1000095,22,2.00 ,84
1000095,22,2.00 ,107
1000095,64,2.00 ,27
1000143,81,2.00 ,285
1000016,28,2.00 ,1000
1000095,64,2.00 ,86
1000095,22,2.00 ,129
1000095,64,2.00 ,56
1000095,22,2.00 ,132
1000095,64,2.00 ,35
1000095,64,2.00 ,11
1000095,22,2.00 ,192
1000095,22,2.00 ,20
1000095,64,2.00 ,137
1000016,28,2.00 ,200
1000095,64,2.00 ,131
1000095,22,2.00 ,4
1000143,81,2.00 ,238
1000095,64,2.00 ,116
1000016,28,2.00 ,300
1000016,28,2.00 ,440
1000095,22,2.00 ,4
1000143,81,2.00 ,285
1000095,22,2.00 ,57
1000095,64,2.00 ,96
1000095,22,2.00 ,12
1000095,22,2.00 ,9
1000095,22,2.00 ,89
1000095,64,2.00 ,200
1000095,22,2.00 ,46
1000095,64,2.00 ,102
1000095,64,2.00 ,200
1000095,64,2.00 ,196
1000143,81,2.00 ,830
1000143,81,2.00 ,238
1000095,64,2.00 ,38
1000095,64,2.00 ,9
1000143,81,2.00 ,475
1000095,64,2.00 ,16
1000095,22,2.00 ,59
1000095,64,2.00 ,128
1000095,22,2.00 ,131
1000143,81,2.00 ,1036
1000030,34,2.00 ,700
1000041,34,2.00 ,1200
1000041,34,2.00 ,150
1000040,34,2.00 ,900
1000027,34,2.00 ,766
1000029,34,2.00 ,170
1000031,34,2.00 ,500
1000030,34,2.00 ,700
1000027,34,2.00 ,150
1000057,38,2.00 ,150
1000212,38,2.00 ,950
1000041,34,2.00 ,300
1000219,99,2.00 ,770
1000040,34,2.00 ,550
1000031,34,2.00 ,120
1000027,34,2.00 ,666
1000029,34,2.00 ,950
1000041,34,2.00 ,916
1000040,34,2.00 ,750
1000041,34,2.00 ,450
1000041,34,2.00 ,816
1000031,34,2.00 ,120
1000038,34,2.00 ,866
1000178,37,2.00 ,766
1000003,30,2.00 ,950
1000010,30,2.00 ,600
1000001,30,2.00 ,788
1000007,30,2.00 ,320
1000001,30,2.00 ,816
1000003,30,2.00 ,500
1000010,30,2.00 ,500
1000027,34,2.00 ,622
1000041,34,2.00 ,1460
1000027,34,2.00 ,594
1000027,34,2.00 ,716
1000027,34,2.00 ,150
1000038,34,2.00 ,966
1000038,34,2.00 ,666
1000041,34,2.00 ,150
1000027,34,2.00 ,566
1000027,34,2.00 ,200
1000027,34,2.00 ,866
1000041,34,2.00 ,666
1000041,34,2.00 ,150
1000040,34,2.00 ,760
1000041,34,2.00 ,916
1000041,34,2.00 ,716
1000041,34,2.00 ,1500
1000041,34,2.00 ,150
1000002,99,2.00 ,522
1000002,99,2.00 ,550
1000011,30,2.00 ,150
1000001,30,2.00 ,522
1000010,30,2.00 ,1150
1000003,30,2.00 ,150
1000001,30,2.00 ,150
1000030,34,2.00 ,600
1000041,34,2.00 ,300
1000212,38,2.00 ,1050
1000210,38,2.00 ,900
1000041,34,2.00 ,1200
1000041,34,2.00 ,250
1000031,34,2.00 ,600
1000215,34,2.00 ,1800
1000038,34,2.00 ,150
1000215,34,2.00 ,800
1000002,99,2.00 ,622
1000015,99,2.00 ,620
1000002,99,2.00 ,622
1000002,99,2.00 ,572
1000001,30,2.00 ,1172
1000010,30,2.00 ,500
1000007,30,2.00 ,400
1000001,30,2.00 ,716
1000041,34,2.00 ,350
1000041,34,2.00 ,866
1000215,34,2.00 ,2100
1000030,34,2.00 ,700
1000041,34,2.00 ,866
1000038,34,2.00 ,960
1000027,34,2.00 ,706
1000041,34,2.00 ,1200
1000041,34,2.00 ,960
1000040,34,2.00 ,850
1000216,38,2.00 ,1050
1000212,38,2.00 ,900
1000055,38,2.00 ,722
1000136,38,2.00 ,2680
1000212,38,2.00 ,900
1000003,30,2.00 ,200
1000003,30,2.00 ,700
1000001,30,2.00 ,50
1000001,30,2.00 ,722
1000003,30,2.00 ,600
1000061,33,2.00 ,644
1000061,33,2.00 ,1144
1000178,37,2.00 ,766
1000178,37,2.00 ,966
1000055,38,2.00 ,666
1000056,38,2.00 ,766
1000055,38,2.00 ,566
1000213,38,2.00 ,800
1000055,38,2.00 ,844
1000055,38,2.00 ,760
1000213,38,2.00 ,800
1000056,38,2.00 ,666
1000003,30,2.00 ,350
1000001,30,2.00 ,472
1000038,34,2.00 ,566
1000041,34,2.00 ,150
1000040,34,2.00 ,700
1000215,34,2.00 ,800
1000030,34,2.00 ,700
1000041,34,2.00 ,1160
1000031,34,2.00 ,70
1000037,34,2.00 ,250
1000040,34,2.00 ,1200
1000038,34,2.00 ,460
1000212,38,2.00 ,1000
1000055,38,2.00 ,1044
1000031,34,2.00 ,350
1000038,34,2.00 ,1160
1000027,34,2.00 ,616
1000055,38,2.00 ,1266
1000213,38,2.00 ,800
1000061,33,2.00 ,966
1000061,33,2.00 ,1366
1000027,34,2.00 ,816
1000037,34,2.00 ,660
1000038,34,2.00 ,566
1000040,34,2.00 ,1350
1000015,99,2.00 ,766
1000213,38,2.00 ,730
1000055,38,2.00 ,566
1000216,38,2.00 ,990
1000055,38,2.00 ,666
1000055,38,2.00 ,466
1000061,33,2.00 ,866
1000001,30,2.00 ,766
1000055,38,2.00 ,744
1000031,34,2.00 ,300
1000037,34,2.00 ,490
1000041,34,2.00 ,966
1000027,34,2.00 ,1116
1000212,38,2.00 ,1000
1000055,38,2.00 ,522
