toaccount,syscode,timestamp,amount
1000061,33,1.00 ,966
1000055,38,1.00 ,644
1000055,38,1.00 ,620
1000055,38,1.00 ,740
1000031,34,1.00 ,850
1000007,30,1.00 ,400
1000003,30,1.00 ,750
1000011,30,1.00 ,150
1000010,30,1.00 ,1050
1000010,30,1.00 ,500
1000038,34,1.00 ,1066
1000029,34,1.00 ,220
1000040,34,1.00 ,1000
1000031,34,1.00 ,600
1000001,30,1.00 ,816
1000029,34,1.00 ,650
1000031,34,1.00 ,750
1000041,34,1.00 ,200
1000040,34,1.00 ,850
1000027,34,1.00 ,966
1000027,34,1.00 ,916
1000041,34,1.00 ,1216
1000041,34,1.00 ,766
1000178,37,1.00 ,350
1000055,38,1.00 ,866
1000216,38,1.00 ,900
1000055,38,1.00 ,744
1000212,38,1.00 ,900
1000213,38,1.00 ,700
1000055,38,1.00 ,722
1000001,30,1.00 ,572
1000041,34,1.00 ,566
1000038,34,1.00 ,150
1000027,34,1.00 ,738
1000039,34,1.00 ,1100
1000041,34,1.00 ,1500
1000040,34,1.00 ,1150
1000041,34,1.00 ,1500
1000040,34,1.00 ,1100
1000055,38,1.00 ,744
1000212,38,1.00 ,900
1000184,38,1.00 ,800
1000055,38,1.00 ,660
1000055,38,1.00 ,660
1000178,37,1.00 ,766
1000002,99,1.00 ,294
1000030,34,1.00 ,200
1000029,34,1.00 ,1850
1000038,34,1.00 ,1166
1000039,34,1.00 ,1200
1000027,34,1.00 ,916
1000040,34,1.00 ,950
1000055,38,1.00 ,966
1000212,38,1.00 ,900
1000041,34,1.00 ,1066
1000215,34,1.00 ,1600
1000029,34,1.00 ,120
1000027,34,1.00 ,1066
1000027,34,1.00 ,966
1000002,99,1.00 ,716
1000178,37,1.00 ,744
1000007,30,1.00 ,500
1000011,30,1.00 ,150
1000011,30,1.00 ,600
1000055,38,1.00 ,1166
1000055,38,1.00 ,640
1000055,38,1.00 ,1266
1000216,38,1.00 ,900
1000041,34,1.00 ,1500
1000031,34,1.00 ,600
1000041,34,1.00 ,966
1000029,34,1.00 ,200
1000041,34,1.00 ,566
1000029,34,1.00 ,900
1000031,34,1.00 ,1470
1000041,34,1.00 ,666
1000001,30,1.00 ,466
1000010,30,1.00 ,800
1000001,30,1.00 ,966
1000055,38,1.00 ,1160
1000184,38,1.00 ,1300
1000057,38,1.00 ,300
1000055,38,1.00 ,866
1000061,33,1.00 ,1388
1000178,37,1.00 ,1066
1000002,99,1.00 ,666
1000002,99,1.00 ,1288
1000219,99,1.00 ,950
1000031,34,1.00 ,120
1000038,34,1.00 ,788
1000031,34,1.00 ,120
1000029,34,1.00 ,200
1000215,34,1.00 ,1100
1000010,30,1.00 ,800
1000010,30,1.00 ,650
1000003,30,1.00 ,120
1000011,30,1.00 ,950
1000010,30,1.00 ,700
1000011,30,1.00 ,150
1000010,30,1.00 ,600
1000055,38,1.00 ,522
1000216,38,1.00 ,2880
1000213,38,1.00 ,700
1000015,99,1.00 ,150
1000015,99,1.00 ,1316
1000010,30,1.00 ,800
1000001,30,1.00 ,1166
1000001,30,1.00 ,966
1000007,30,1.00 ,250
1000010,30,1.00 ,700
1000178,37,1.00 ,744
1000031,34,1.00 ,200
1000041,34,1.00 ,1400
1000027,34,1.00 ,550
1000029,34,1.00 ,150
1000027,34,1.00 ,616
1000031,34,1.00 ,200
1000027,34,1.00 ,716
1000030,34,1.00 ,700
1000061,33,1.00 ,1166
1000002,99,1.00 ,850
1000015,99,1.00 ,916
1000002,99,1.00 ,916
1000001,30,1.00 ,772
1000011,30,1.00 ,600
1000001,30,1.00 ,1016
1000010,30,1.00 ,500
1000001,30,1.00 ,966
1000010,30,1.00 ,100
1000027,34,1.00 ,566
1000030,34,1.00 ,400
1000037,34,1.00 ,450
1000031,34,1.00 ,1470
1000038,34,1.00 ,866
1000038,34,1.00 ,966
1000038,34,1.00 ,622
1000027,34,1.00 ,744
1000029,34,1.00 ,300
1000038,34,1.00 ,666
1000178,37,1.00 ,766
1000095,22,1.00 ,120
1000095,22,1.00 ,3
1000095,22,1.00 ,158
1000095,64,1.00 ,54
1000095,22,1.00 ,1
1000095,22,1.00 ,65
1000095,64,1.00 ,40
1000095,22,1.00 ,200
1000095,22,1.00 ,3
1000095,22,1.00 ,1
1000095,64,1.00 ,19
1000095,22,1.00 ,112
1000095,64,1.00 ,200
1000095,22,1.00 ,136
1000095,22,1.00 ,179
1000095,64,1.00 ,54
1000095,22,1.00 ,17
1000095,22,1.00 ,14
1000095,64,1.00 ,19
1000095,64,1.00 ,139
1000095,22,1.00 ,46
1000095,22,1.00 ,200
1000041,34,1.00 ,130
1000041,34,1.00 ,816
1000039,34,1.00 ,1200
1000041,34,1.00 ,1038
1000038,34,1.00 ,622
1000041,34,1.00 ,860
1000031,34,1.00 ,70
1000015,99,1.00 ,700
1000213,38,1.00 ,1300
1000216,38,1.00 ,1190
1000056,38,1.00 ,866
1000041,34,1.00 ,816
1000037,34,1.00 ,2250
1000029,34,1.00 ,400
1000029,34,1.00 ,150
1000037,34,1.00 ,780
1000027,34,1.00 ,516
1000215,34,1.00 ,800
1000041,34,1.00 ,622
1000027,34,1.00 ,872
1000041,34,1.00 ,1000
1000030,34,1.00 ,180
1000030,34,1.00 ,800
1000040,34,1.00 ,1150
1000215,34,1.00 ,800
1000001,30,1.00 ,620
1000011,30,1.00 ,300
1000007,30,1.00 ,570
1000040,34,1.00 ,950
1000041,34,1.00 ,844
1000040,34,1.00 ,600
1000038,34,1.00 ,766
1000055,38,1.00 ,866
1000216,38,1.00 ,1190
1000178,37,1.00 ,622
1000027,34,1.00 ,716
1000038,34,1.00 ,766
1000038,34,1.00 ,766
1000027,34,1.00 ,516
1000027,34,1.00 ,386
1000031,34,1.00 ,650
1000041,34,1.00 ,1500
1000039,34,1.00 ,250
1000027,34,1.00 ,150
1000007,30,1.00 ,320
1000061,33,1.00 ,1211
1000040,34,1.00 ,600
1000031,34,1.00 ,100
1000041,34,1.00 ,130
1000041,34,1.00 ,866
1000027,34,1.00 ,716
1000037,34,1.00 ,430
1000041,34,1.00 ,644
1000178,37,1.00 ,666
1000061,33,1.00 ,544
1000061,33,1.00 ,844
1000056,38,1.00 ,666
1000216,38,1.00 ,1090
1000212,38,1.00 ,1000
1000040,34,1.00 ,900
1000041,34,1.00 ,200
1000041,34,1.00 ,766
1000041,34,1.00 ,1500
1000041,34,1.00 ,1400
1000027,34,1.00 ,660
1000038,34,1.00 ,766
1000041,34,1.00 ,866
1000041,34,1.00 ,350
1000040,34,1.00 ,350
1000061,33,1.00 ,922
1000001,30,1.00 ,766
1000178,37,1.00 ,566
1000213,38,1.00 ,900
1000055,38,1.00 ,940
1000031,34,1.00 ,200
1000027,34,1.00 ,150
1000027,34,1.00 ,866
1000031,34,1.00 ,200
1000037,34,1.00 ,580
1000041,34,1.00 ,916
1000211,38,1.00 ,600
1000055,38,1.00 ,1066
1000055,38,1.00 ,644
1000055,38,1.00 ,666
1000001,30,1.00 ,716
1000037,34,1.00 ,1150
1000037,34,1.00 ,400
1000037,34,1.00 ,710
1000037,34,1.00 ,250
1000007,30,1.00 ,380
1000037,34,1.00 ,730
1000037,34,1.00 ,800
1000037,34,1.00 ,100
1000007,30,1.00 ,380
1000007,30,1.00 ,400
1000037,34,1.00 ,200
1000037,34,1.00 ,550
1000041,34,1.00 ,150
1000037,34,1.00 ,630
1000037,34,1.00 ,820
1000037,34,1.00 ,500
1000215,34,1.00 ,1400
1000007,30,1.00 ,400
1000007,30,1.00 ,250
1000007,30,1.00 ,250
1000038,34,1.00 ,660
1000041,34,1.00 ,788
1000027,34,1.00 ,838
1000040,34,1.00 ,1200
1000038,34,1.00 ,666
1000002,99,1.00 ,750
1000055,38,1.00 ,1044
1000055,38,1.00 ,1266
1000057,38,1.00 ,150
1000178,37,1.00 ,766
1000178,37,1.00 ,1044
1000027,34,1.00 ,100
1000027,34,1.00 ,494
1000041,34,1.00 ,666
1000027,34,1.00 ,844
1000038,34,1.00 ,1144
1000030,34,1.00 ,200
1000041,34,1.00 ,1000
1000015,99,1.00 ,844
1000061,33,1.00 ,744
1000061,33,1.00 ,766
1000061,33,1.00 ,1066
1000178,37,1.00 ,350
1000178,37,1.00 ,866
1000055,38,1.00 ,744
1000055,38,1.00 ,566
1000212,38,1.00 ,1000
1000210,38,1.00 ,900
1000027,34,1.00 ,716
1000040,34,1.00 ,1250
1000038,34,1.00 ,866
1000041,34,1.00 ,766
1000029,34,1.00 ,700
1000027,34,1.00 ,966
1000029,34,1.00 ,150
1000037,34,1.00 ,430
1000037,34,1.00 ,550
1000037,34,1.00 ,420
1000037,34,1.00 ,400
1000037,34,1.00 ,650
1000037,34,1.00 ,600
1000037,34,1.00 ,700
1000184,38,1.00 ,1500
1000040,34,1.00 ,650
1000038,34,1.00 ,966
1000002,99,1.00 ,916
1000010,30,1.00 ,1200
1000011,30,1.00 ,700
1000178,37,1.00 ,366
1000038,34,1.00 ,888
1000030,34,1.00 ,300
1000038,34,1.00 ,766
1000031,34,1.00 ,120
1000041,34,1.00 ,1000
1000027,34,1.00 ,838
1000027,34,1.00 ,666
1000038,34,1.00 ,666
1000027,34,1.00 ,666
1000055,38,1.00 ,766
1000055,38,1.00 ,666
1000211,38,1.00 ,800
1000055,38,1.00 ,866
1000002,99,1.00 ,926
1000011,30,1.00 ,300
1000178,37,1.00 ,640
1000030,34,1.00 ,300
1000027,34,1.00 ,616
1000031,34,1.00 ,1570
1000040,34,1.00 ,500
1000038,34,1.00 ,1088
1000038,34,1.00 ,466
1000015,99,1.00 ,1388
1000015,99,1.00 ,620
1000055,38,1.00 ,966
1000061,33,1.00 ,944
1000003,30,1.00 ,250
1000178,37,1.00 ,966
1000178,37,1.00 ,666
1000178,37,1.00 ,766
1000038,34,1.00 ,766
1000040,34,1.00 ,1000
1000037,34,1.00 ,910
1000041,34,1.00 ,1200
1000027,34,1.00 ,666
1000057,38,1.00 ,280
1000055,38,1.00 ,1396
1000055,38,1.00 ,566
1000055,38,1.00 ,300
1000055,38,1.00 ,1166
1000015,99,1.00 ,366
1000001,30,1.00 ,300
1000011,30,1.00 ,800
1000178,37,1.00 ,766
1000178,37,1.00 ,1066
1000040,34,1.00 ,1100
1000038,34,1.00 ,666
1000041,34,1.00 ,1116
1000040,34,1.00 ,900
1000031,34,1.00 ,120
1000041,34,1.00 ,966
1000037,34,1.00 ,420
1000061,33,1.00 ,1166
1000055,38,1.00 ,1166
1000038,34,1.00 ,1066
1000037,34,1.00 ,430
1000010,30,1.00 ,1500
1000010,30,1.00 ,600
1000038,34,1.00 ,666
1000030,34,1.00 ,200
1000011,30,1.00 ,600
1000010,30,1.00 ,500
1000027,34,1.00 ,636
1000007,30,1.00 ,200
1000029,34,1.00 ,500
1000001,30,1.00 ,660
1000010,30,1.00 ,600
1000001,30,1.00 ,700
1000031,34,1.00 ,160
1000037,34,1.00 ,320
1000027,34,1.00 ,800
1000055,38,1.00 ,744
1000178,37,1.00 ,1066
1000031,34,1.00 ,1570
1000029,34,1.00 ,650
1000031,34,1.00 ,1090
1000212,38,1.00 ,900
1000055,38,1.00 ,544
1000213,38,1.00 ,800
1000055,38,1.00 ,866
1000213,38,1.00 ,130
1000178,37,1.00 ,866
1000212,38,1.00 ,1300
1000029,34,1.00 ,750
1000055,38,1.00 ,400
1000057,38,1.00 ,150
1000041,34,1.00 ,200
1000037,34,1.00 ,520
1000215,34,1.00 ,1000
1000031,34,1.00 ,720
1000001,30,1.00 ,672
1000027,34,1.00 ,516
1000037,34,1.00 ,440
1000027,34,1.00 ,770
1000031,34,1.00 ,350
1000037,34,1.00 ,320
1000029,34,1.00 ,350
1000038,34,1.00 ,744
1000038,34,1.00 ,866
1000038,34,1.00 ,666
1000178,37,1.00 ,1166
1000038,34,1.00 ,666
1000031,34,1.00 ,770
1000055,38,1.00 ,100
1000061,33,1.00 ,50
1000041,34,1.00 ,40
1000211,38,1.00 ,700
1000055,38,1.00 ,644
1000211,38,1.00 ,100
1000055,38,1.00 ,866
1000027,34,1.00 ,1366
1000215,34,1.00 ,2800
1000041,34,1.00 ,130
1000055,38,1.00 ,520
1000055,38,1.00 ,766
1000027,34,1.00 ,816
1000055,38,1.00 ,966
1000213,38,1.00 ,800
1000057,38,1.00 ,150
1000031,34,1.00 ,720
1000037,34,1.00 ,270
1000041,34,1.00 ,130
1000215,34,1.00 ,1900
1000213,38,1.00 ,130
1000055,38,1.00 ,1060
1000061,33,1.00 ,966
1000027,34,1.00 ,400
1000031,34,1.00 ,400
1000030,34,1.00 ,650
1000061,33,1.00 ,300
1000213,38,1.00 ,800
1000041,34,1.00 ,866
1000041,34,1.00 ,960
1000055,38,1.00 ,644
1000041,34,1.00 ,766
1000041,34,1.00 ,816
1000213,38,1.00 ,800
1000041,34,1.00 ,766
1000030,34,1.00 ,400
1000031,34,1.00 ,500
1000055,38,1.00 ,600
1000010,30,1.00 ,600
1000041,34,1.00 ,660
1000040,34,1.00 ,950
1000027,34,1.00 ,666
1000038,34,1.00 ,966
1000041,34,1.00 ,1500
1000041,34,1.00 ,1200
1000040,34,1.00 ,1000
1000055,38,1.00 ,944
1000041,34,1.00 ,1000
1000037,34,1.00 ,600
1000038,34,1.00 ,666
1000215,34,1.00 ,1600
1000041,34,1.00 ,1166
1000037,34,1.00 ,500
1000011,30,1.00 ,600
1000037,34,1.00 ,1000
1000038,34,1.00 ,666
1000037,34,1.00 ,860
1000215,34,1.00 ,1500
1000178,37,1.00 ,1166
1000212,38,1.00 ,900
1000031,34,1.00 ,700
1000027,34,1.00 ,766
1000041,34,1.00 ,566
1000038,34,1.00 ,100
1000212,38,1.00 ,1000
1000001,30,1.00 ,766
1000027,34,1.00 ,466
1000038,34,1.00 ,100
1000055,38,1.00 ,266
1000061,33,1.00 ,400
1000015,99,1.00 ,823
1000015,99,1.00 ,1360
1000015,99,1.00 ,1366
1000002,99,1.00 ,866
1000001,30,1.00 ,766
1000001,30,1.00 ,622
1000011,30,1.00 ,300
1000010,30,1.00 ,150
1000038,34,1.00 ,766
1000037,34,1.00 ,430
1000041,34,1.00 ,130
1000041,34,1.00 ,772
1000040,34,1.00 ,1100
1000027,34,1.00 ,1170
1000039,34,1.00 ,750
1000041,34,1.00 ,150
1000015,99,1.00 ,672
1000015,99,1.00 ,1040
1000015,99,1.00 ,450
1000178,37,1.00 ,666
1000055,38,1.00 ,500
1000010,30,1.00 ,500
1000011,30,1.00 ,150
1000001,30,1.00 ,822
1000007,30,1.00 ,400
1000010,30,1.00 ,950
1000001,30,1.00 ,694
1000011,30,1.00 ,800
1000029,34,1.00 ,900
1000027,34,1.00 ,20
1000039,34,1.00 ,1100
1000041,34,1.00 ,766
1000039,34,1.00 ,800
1000002,99,1.00 ,672
1000002,99,1.00 ,622
1000178,37,1.00 ,766
1000055,38,1.00 ,764
1000213,38,1.00 ,900
1000057,38,1.00 ,150
1000055,38,1.00 ,766
1000055,38,1.00 ,966
1000216,38,1.00 ,900
1000055,38,1.00 ,966
1000037,34,1.00 ,40
1000039,34,1.00 ,900
1000041,34,1.00 ,960
1000215,34,1.00 ,1600
1000027,34,1.00 ,516
1000041,34,1.00 ,1000
1000040,34,1.00 ,700
1000027,34,1.00 ,516
1000031,34,1.00 ,420
1000003,30,1.00 ,700
1000001,30,1.00 ,816
1000011,30,1.00 ,300
1000015,99,1.00 ,916
1000184,38,1.00 ,850
1000055,38,1.00 ,1166
1000038,34,1.00 ,766
1000040,34,1.00 ,950
1000041,34,1.00 ,816
1000038,34,1.00 ,566
1000040,34,1.00 ,1000
1000027,34,1.00 ,666
1000027,34,1.00 ,766
1000038,34,1.00 ,766
1000010,30,1.00 ,450
1000041,34,1.00 ,622
1000031,34,1.00 ,500
1000041,34,1.00 ,1000
1000027,34,1.00 ,716
1000040,34,1.00 ,800
1000031,34,1.00 ,500
1000030,34,1.00 ,200
1000027,34,1.00 ,666
1000015,99,1.00 ,910
1000002,99,1.00 ,816
1000002,99,1.00 ,350
1000055,38,1.00 ,888
1000216,38,1.00 ,990
1000055,38,1.00 ,300
1000057,38,1.00 ,200
1000178,37,1.00 ,522
1000029,34,1.00 ,600
1000031,34,1.00 ,650
1000031,34,1.00 ,800
1000055,38,1.00 ,1066
1000002,99,1.00 ,744
1000015,99,1.00 ,666
1000002,99,1.00 ,1166
1000002,99,1.00 ,916
1000027,34,1.00 ,766
1000027,34,1.00 ,694
1000037,34,1.00 ,790
1000041,34,1.00 ,910
1000029,34,1.00 ,190
1000010,30,1.00 ,150
1000010,30,1.00 ,150
1000007,30,1.00 ,900
1000011,30,1.00 ,300
1000010,30,1.00 ,100
1000007,30,1.00 ,250
1000011,30,1.00 ,800
1000178,37,1.00 ,522
1000212,38,1.00 ,900
1000055,38,1.00 ,666
1000055,38,1.00 ,644
1000055,38,1.00 ,766
1000041,34,1.00 ,1500
1000041,34,1.00 ,966
1000027,34,1.00 ,816
1000029,34,1.00 ,450
1000178,37,1.00 ,544
1000001,30,1.00 ,622
1000010,30,1.00 ,1500
1000010,30,1.00 ,1000
1000055,38,1.00 ,344
1000212,38,1.00 ,900
1000055,38,1.00 ,866
1000184,38,1.00 ,950
1000055,38,1.00 ,766
1000057,38,1.00 ,200
1000211,38,1.00 ,400
1000002,99,1.00 ,700
1000040,34,1.00 ,1050
1000001,30,1.00 ,750
1000011,30,1.00 ,300
1000007,30,1.00 ,250
1000001,30,1.00 ,1166
1000007,30,1.00 ,320
1000178,37,1.00 ,866
1000029,34,1.00 ,150
1000027,34,1.00 ,472
1000037,34,1.00 ,420
1000027,34,1.00 ,816
1000027,34,1.00 ,666
1000030,34,1.00 ,1000
1000041,34,1.00 ,1116
1000037,34,1.00 ,590
1000038,34,1.00 ,666
1000212,38,1.00 ,1000
1000055,38,1.00 ,1060
1000184,38,1.00 ,1100
1000055,38,1.00 ,666
1000055,38,1.00 ,866
1000057,38,1.00 ,300
1000055,38,1.00 ,744
1000061,33,1.00 ,944
1000219,99,1.00 ,600
1000219,99,1.00 ,520
1000007,30,1.00 ,400
1000007,30,1.00 ,450
1000007,30,1.00 ,400
1000011,30,1.00 ,300
1000007,30,1.00 ,450
1000178,37,1.00 ,622
1000178,37,1.00 ,666
1000038,34,1.00 ,666
1000027,34,1.00 ,516
1000027,34,1.00 ,716
1000029,34,1.00 ,450
1000037,34,1.00 ,390
1000027,34,1.00 ,1016
1000038,34,1.00 ,688
1000038,34,1.00 ,860
1000055,38,1.00 ,788
1000212,38,1.00 ,1300
1000055,38,1.00 ,786
1000015,99,1.00 ,250
1000007,30,1.00 ,850
1000007,30,1.00 ,250
1000061,33,1.00 ,844
1000001,30,1.00 ,450
1000001,30,1.00 ,750
1000007,30,1.00 ,150
1000178,37,1.00 ,666
1000041,34,1.00 ,866
1000029,34,1.00 ,550
1000041,34,1.00 ,866
1000041,34,1.00 ,366
1000029,34,1.00 ,150
1000212,38,1.00 ,1000
1000055,38,1.00 ,466
1000038,34,1.00 ,666
1000055,38,1.00 ,300
1000030,34,1.00 ,400
1000213,38,1.00 ,800
1000003,30,1.00 ,600
1000030,34,1.00 ,800
1000213,38,1.00 ,800
1000055,38,1.00 ,300
1000031,34,1.00 ,900
1000213,38,1.00 ,100
1000213,38,1.00 ,800
1000210,38,1.00 ,800
1000031,34,1.00 ,720
1000031,34,1.00 ,1470
1000213,38,1.00 ,800
1000055,38,1.00 ,644
1000055,38,1.00 ,860
1000041,34,1.00 ,130
1000057,38,1.00 ,150
1000178,37,1.00 ,866
1000011,30,1.00 ,500
1000055,38,1.00 ,1366
1000178,37,1.00 ,666
1000003,30,1.00 ,500
1000037,34,1.00 ,900
1000055,38,1.00 ,1566
1000057,38,1.00 ,200
1000213,38,1.00 ,900
1000041,34,1.00 ,860
1000041,34,1.00 ,916
1000041,34,1.00 ,1266
1000001,30,1.00 ,672
1000041,34,1.00 ,866
1000027,34,1.00 ,766
1000213,38,1.00 ,730
1000041,34,1.00 ,1166
1000031,34,1.00 ,1220
1000215,34,1.00 ,4600
1000041,34,1.00 ,130
1000213,38,1.00 ,1300
1000041,34,1.00 ,250
1000007,30,1.00 ,150
1000041,34,1.00 ,1500
1000041,34,1.00 ,130
1000041,34,1.00 ,866
1000027,34,1.00 ,666
1000002,99,1.00 ,666
1000055,38,1.00 ,100
1000216,38,1.00 ,1540
1000055,38,1.00 ,350
1000003,30,1.00 ,250
1000041,34,1.00 ,1000
1000041,34,1.00 ,1200
1000041,34,1.00 ,766
1000038,34,1.00 ,722
1000031,34,1.00 ,200
1000038,34,1.00 ,688
1000041,34,1.00 ,130
1000027,34,1.00 ,516
1000055,38,1.00 ,300
1000213,38,1.00 ,930
1000055,38,1.00 ,1266
1000057,38,1.00 ,150
1000055,38,1.00 ,960
1000061,33,1.00 ,1466
1000027,34,1.00 ,816
1000029,34,1.00 ,550
1000041,34,1.00 ,960
1000041,34,1.00 ,866
1000029,34,1.00 ,950
1000037,34,1.00 ,500
1000041,34,1.00 ,666
1000027,34,1.00 ,366
1000041,34,1.00 ,1200
1000031,34,1.00 ,200
1000039,34,1.00 ,900
1000038,34,1.00 ,666
1000040,34,1.00 ,800
1000031,34,1.00 ,600
1000040,34,1.00 ,850
1000027,34,1.00 ,866
1000039,34,1.00 ,900
1000038,34,1.00 ,766
1000027,34,1.00 ,716
1000015,99,1.00 ,744
1000061,33,1.00 ,1266
1000178,37,1.00 ,1066
1000030,34,1.00 ,200
1000041,34,1.00 ,300
1000003,30,1.00 ,700
1000041,34,1.00 ,666
1000178,37,1.00 ,888
1000030,34,1.00 ,180
1000041,34,1.00 ,866
1000031,34,1.00 ,650
1000055,38,1.00 ,766
1000055,38,1.00 ,20
1000178,37,1.00 ,844
1000041,34,1.00 ,130
1000041,34,1.00 ,566
1000184,38,1.00 ,1100
1000055,38,1.00 ,1566
1000027,34,1.00 ,566
1000041,34,1.00 ,816
1000041,34,1.00 ,1200
1000041,34,1.00 ,966
1000061,33,1.00 ,466
1000041,34,1.00 ,130
1000055,38,1.00 ,1000
1000041,34,1.00 ,400
1000037,34,1.00 ,320
1000055,38,1.00 ,300
1000010,30,1.00 ,200
1000040,34,1.00 ,900
1000038,34,1.00 ,566
1000029,34,1.00 ,950
1000178,37,1.00 ,666
1000061,33,1.00 ,966
1000041,34,1.00 ,1000
1000027,34,1.00 ,150
1000038,34,1.00 ,566
1000041,34,1.00 ,1400
1000212,38,1.00 ,900
1000178,37,1.00 ,744
1000061,33,1.00 ,966
1000001,30,1.00 ,766
1000041,34,1.00 ,938
1000041,34,1.00 ,916
1000041,34,1.00 ,130
1000041,34,1.00 ,722
1000038,34,1.00 ,666
1000027,34,1.00 ,816
1000027,34,1.00 ,794
1000038,34,1.00 ,866
1000212,38,1.00 ,800
1000027,34,1.00 ,150
1000038,34,1.00 ,1088
1000041,34,1.00 ,1200
1000038,34,1.00 ,200
1000041,34,1.00 ,1000
1000057,38,1.00 ,300
1000178,37,1.00 ,510
1000002,99,1.00 ,694
1000011,30,1.00 ,600
1000027,34,1.00 ,966
1000041,34,1.00 ,1000
1000041,34,1.00 ,720
1000037,34,1.00 ,850
1000041,34,1.00 ,60
1000041,34,1.00 ,866
1000029,34,1.00 ,200
1000041,34,1.00 ,250
1000027,34,1.00 ,200
1000038,34,1.00 ,1066
1000178,37,1.00 ,666
1000055,38,1.00 ,944
1000010,30,1.00 ,1300
1000027,34,1.00 ,716
1000055,38,1.00 ,1060
1000210,38,1.00 ,900
1000055,38,1.00 ,866
1000061,33,1.00 ,866
1000040,34,1.00 ,700
1000038,34,1.00 ,1066
1000041,34,1.00 ,390
1000011,30,1.00 ,600
1000184,38,1.00 ,800
1000041,34,1.00 ,816
1000041,34,1.00 ,666
1000031,34,1.00 ,650
1000037,34,1.00 ,1170
1000041,34,1.00 ,766
1000057,38,1.00 ,160
1000003,30,1.00 ,550
1000029,34,1.00 ,200
1000184,38,1.00 ,750
1000055,38,1.00 ,766
1000011,30,1.00 ,150
1000057,38,1.00 ,300
1000041,34,1.00 ,666
1000003,30,1.00 ,600
1000041,34,1.00 ,400
1000031,34,1.00 ,700
1000011,30,1.00 ,800
1000061,33,1.00 ,350
1000041,34,1.00 ,130
1000057,38,1.00 ,150
1000178,37,1.00 ,350
1000037,34,1.00 ,290
1000213,38,1.00 ,130
1000215,34,1.00 ,600
1000213,38,1.00 ,800
1000213,38,1.00 ,700
1000030,34,1.00 ,950
1000055,38,1.00 ,300
1000178,37,1.00 ,700
1000030,34,1.00 ,950
1000213,38,1.00 ,800
1000061,33,1.00 ,966
1000178,37,1.00 ,300
1000055,38,1.00 ,866
1000210,38,1.00 ,800
1000041,34,1.00 ,666
1000039,34,1.00 ,1100
1000027,34,1.00 ,836
1000027,34,1.00 ,722
1000041,34,1.00 ,150
1000038,34,1.00 ,966
1000027,34,1.00 ,150
1000055,38,1.00 ,444
1000055,38,1.00 ,866
1000041,34,1.00 ,250
1000041,34,1.00 ,810
1000041,34,1.00 ,1116
1000041,34,1.00 ,960
1000041,34,1.00 ,1000
1000178,37,1.00 ,766
1000002,99,1.00 ,500
1000055,38,1.00 ,400
1000031,34,1.00 ,400
1000040,34,1.00 ,850
1000027,34,1.00 ,616
1000213,38,1.00 ,930
1000003,30,1.00 ,300
1000003,30,1.00 ,500
1000027,34,1.00 ,150
1000041,34,1.00 ,130
1000041,34,1.00 ,810
1000040,34,1.00 ,1150
1000030,34,1.00 ,800
1000029,34,1.00 ,550
1000027,34,1.00 ,666
1000041,34,1.00 ,1116
1000041,34,1.00 ,766
1000055,38,1.00 ,1288
1000055,38,1.00 ,944
1000055,38,1.00 ,944
1000178,37,1.00 ,466
1000011,30,1.00 ,150
1000027,34,1.00 ,766
1000029,34,1.00 ,700
1000027,34,1.00 ,716
1000041,34,1.00 ,130
1000041,34,1.00 ,766
1000031,34,1.00 ,220
1000003,30,1.00 ,280
1000210,38,1.00 ,800
1000037,34,1.00 ,380
1000041,34,1.00 ,766
1000213,38,1.00 ,600
1000003,30,1.00 ,150
1000030,34,1.00 ,700
1000213,38,1.00 ,800
1000055,38,1.00 ,1066
1000027,34,1.00 ,916
1000027,34,1.00 ,642
1000027,34,1.00 ,200
1000215,34,1.00 ,1200
1000030,34,1.00 ,700
1000027,34,1.00 ,200
1000027,34,1.00 ,200
1000029,34,1.00 ,250
1000057,38,1.00 ,450
1000178,37,1.00 ,788
1000027,34,1.00 ,1016
1000027,34,1.00 ,150
1000027,34,1.00 ,666
1000031,34,1.00 ,450
1000213,38,1.00 ,1400
1000057,38,1.00 ,150
1000061,33,1.00 ,860
1000003,30,1.00 ,280
1000055,38,1.00 ,966
1000055,38,1.00 ,986
1000178,37,1.00 ,666
1000027,34,1.00 ,400
1000038,34,1.00 ,622
1000057,38,1.00 ,380
1000213,38,1.00 ,800
1000061,33,1.00 ,966
1000001,30,1.00 ,722
1000029,34,1.00 ,150
1000041,34,1.00 ,866
1000038,34,1.00 ,766
1000038,34,1.00 ,200
1000038,34,1.00 ,766
1000031,34,1.00 ,550
1000002,99,1.00 ,616
1000178,37,1.00 ,466
1000213,38,1.00 ,800
1000213,38,1.00 ,800
1000057,38,1.00 ,160
1000095,64,1.00 ,166
1000095,64,1.00 ,24
1000095,22,1.00 ,33
1000095,22,1.00 ,200
1000095,64,1.00 ,27
1000095,64,1.00 ,97
1000095,22,1.00 ,200
1000095,22,1.00 ,112
1000095,64,1.00 ,196
1000095,22,1.00 ,11
1000095,22,1.00 ,3
1000095,64,1.00 ,46
1000095,64,1.00 ,41
1000095,22,1.00 ,73
1000095,22,1.00 ,30
1000095,64,1.00 ,11
1000095,22,1.00 ,139
1000178,37,1.00 ,544
1000040,34,1.00 ,500
1000027,34,1.00 ,900
1000027,34,1.00 ,150
1000027,34,1.00 ,816
1000037,34,1.00 ,80
